Abbrev,District,SD05,SD06,SD08,SD10,SD19,SD20,SD22,SD23,SD27,SD28,SD33,SD34,SD35,SD36,SD37,SD38,SD39,SD40,SD41,SD42,SD43,SD44,SD45,SD46,SD47,SD48,SD49,SD50,SD51,SD52,SD53,SD54,SD57,SD58,SD59,SD60,SD61,SD62,SD63,SD64,SD67,SD68,SD69,SD70,SD71,SD72,SD73,SD74,SD75,SD78,SD79,SD81,SD82,SD83,SD84,SD85,SD87,SD91,SD92,SD93,total_move_in,total_move_out
SD47,Powell River,0,0,0,0,0,3,0,0,0,0,0,2,0,6,1,0,1,2,3,3,4,0,0,3,0,1,0,1,0,0,0,0,1,0,0,1,2,0,1,0,0,5.875,0,1,26.625,5.75,0,0,0,0,0,3,3,0,1,4,0,1,0,6.5,92.75,91
SD48,Sea to Sky,0,0,1,0,0,0,0,2,0,0,3.25,0,3,8,0.875,3.75,19,2,4,0,2,10.875,8.875,3,0,0,0,0,0,0,0,0,3.875,0.9375,0,0.875,3,0,2,0,1,0,3,3,1.125,2,3.5,3.125,1,2,0,0,0,1,2,0,0,2,0,30.125,137.1875,113.8125
SD49,Central Coast,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,11,10
SD50,Haida Gwaii - Queen Charlotte,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,4.0625,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,4,0,2,0,0,0,0,3,0,0,2,0,3,0,0,33.0625,21.9375
SD51,Boundary,0,0,2,0,0,2,0,11,0,1,0,0,2,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,5,1,0,4,2,2,0,2,0,1,0,0,2,1,0,1.4375,2,0,0,0,0,2,0,0,0,0,2,0,0,54.4375,53.625
SD52,Prince Rupert,2,0,0,0,0,0,0,5.125,0,0,1,1,0,3,1,1,7,1,4,1,0,0,0,0,0,0,0,1,0,0,0,4,3.375,0,1,1,0,3,0,0,0,5,0,0,0,2,1,0,0,0,0,0,13,0,0,0,0,1,19.75,0,82.25,81.125
SD53,Okanagan Similkameen,0,0,0,0,0,1,2,9,0,3.125,1,8,4.125,4,0,1,9.875,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,4,0.875,4,0,1,2,0,0,22.875,0,0,0,0,0,6.375,0,1,0,1.125,0,1,0,0,0,0,0,0,0,93.375,140.5
SD54,Bulkley Valley,2,0,1,0,0,0,1,3.875,4,1,0,0,2,3,1,0,3,0,1.875,1,1,0,0,0,0,0,0,0,1,3,2,0,14.5,0,7,3,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,17.375,0,0,0,2,1,0,0,88.625,84.625
SD57,Prince George,9.875,3,1,2.75,0,4.875,7.25,21.25,25,17,9,8,2,10,3.125,2,6,1,4,4.625,5.875,3.0625,0,0,0,0,0,7.9375,0,5,0,14,0,2,13.125,15.25,2.75,1,2,1,6.25,2.75,0,0,2.0625,4,16,0,2,0,0,1,21,4.125,0,5,1,82.5,3.75,6,372.1875,398.25
SD58,Nicola - Similkameen,2,0,0.5,1.125,2.625,0,5.125,27,5,0,8,4.875,1,6.125,3.625,7.25,5.5,0.125,5.125,1,3.875,3.3125,2.625,0,0,1,0,0,0,0,8,0,6,0,3,1,0,0,2.125,0,12.875,0,0,0,0,1,21.625,4.875,1,0,0,1,0,9.125,0,1,0,4.375,0,2,175.8125,113.8125
SD59,Peace River South,0,2,0,0,0,0,4,4,6,0,2,1,4,4.125,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,14,0,0,21.0625,0,2,0,0,4.75,3,1,0,1,3,3,0,1,1,0,5,1,1,0,3,0,2,0,0,99.9375,174.9375
SD60,Peace River North,0,1,0,0,0,1,4,6,3,5,4,9,1.5,10,0,0,8.125,1,4.5,0,9.625,1.1875,0,0,3,5.125,0,0,0,0,1,0,11.875,3,23.375,0,4,3.25,0,0,1,4,3,4,1.0625,1,6.375,2,4,0,1,16.375,6,1,0,0,0,2.375,0,1.25,178,185.5
SD61,Greater Victoria,3,3,5.5,0,0,0,2,8,1,1,1,6.125,7,16,8.875,3,31,3,8,3,8,7,3,1,2.75,4,0,3,2,0,0,0,2,2,6.25,3,0,94.25,104.25,14.75,7.375,25.625,2.375,5,12.75,7,4,2.125,0.125,0,27,0,2.125,2.75,6,2,0,7,0,23.875,504.875,649.1252
SD62,Sooke,2,1,0,0,0,4,2,8,0,1,7,4,1,10,2.625,2,5,4.125,1.875,2,7,1,0,0,0,0,0,0,0,0,1,0,3,0,0,2,191.625,0,42.875,0.625,0.75,13.875,4,5,18.6875,3,3,0,1,0,28.875,0,10.125,0,2,1,0,10,0,12.875,420.9375,302.375
SD63,Saanich,0,4,3.125,0,0,1.125,1,1,1,0,2,0,3.875,9.125,3,2.125,9.875,4,2,0,3.125,5.1875,0,1,0,2,0,0,1,0,0,3.375,1.125,0,1,1,231.3752,54.625,0,8,0,13.625,4.25,1.125,7,4,1,0,1,0,30,0,2,1,0,1.125,0,4,0,7,437.1877,221.625
SD64,Gulf Islands,0,0,0,0,0,0,0,0,0,1,1,0,6,5,0,0,28,7,3,0,1.125,5,0,2.125,0,0,1,0,0,0,1,0,0,0,2,0,13.125,3,5,0,3,3,1,0,2,4,0,0,0,0,14,0,0,0,0,0,0,2,0,2,115.375,76.125
SD67,Okanagan Skaha,4,2,1,1.125,1,3,4,28,7,2,2,7,0.875,14,2,5.125,11,2,1,2,1,2.75,1,2,2,1,0,0,1,2,51,4,10,8,3,3,0,3,1,0,0,2,3,3,3,7.125,8,5,0,0,1,0,6,6,0,0,0,0.375,0,9.875,250.25,202
SD68,Nanaimo - Ladysmith,5,4,1,1,0,2,1,7.625,5,3,7,9,1,14,4,1,8,1,5,7,11,4,0,3,6.875,4,3,0,0,5,1,4,7,2.25,2,4,14.5,9.75,2.75,5.25,0.75,0,34,13.25,30.75,17,6,2,1,0,52.375,1,3,2.75,4.0625,9,0,7.125,0,17.25,377.3125,360.75
SD69,Qualicum,2,0,5,0,0,0,5,1,1,0,4,0,2,7,3,1,1,2,1,0,3,2.875,0,0,2,0,0,0,2,0,4,0,7,0,2,3,6.5,5,2,1,0,45.625,0,10,14.1875,10.125,0,2,1,0,6,0,1,2.25,1,5,0,0,0,1,174.5625,130.75
SD70,Alberni,0,4,0,0,0,3,0,1,0,1,0,1.125,0,4,1,1.875,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.75,0,9,2.125,9,8.5,0,0,1,15.875,11,0,13.4375,6,1,1,0,0,5,0,0,2,4,3,0,0,0,1,117.6875,83.75
SD71,Comox Valley,0,4,1,0,2,2,2.375,9.125,4,0,2,3.25,9,19.625,1,4.125,56.25,2.125,12.125,3.375,5.125,10.875,3.125,7,33.75,7.625,0,0,0,2,1,5.125,3.75,1,1,5,15.375,16.625,4.125,0,1,42.25,29.25,7.75,0,38,2.125,1,3,1,14.75,2,6,3,11,10.25,0,0.125,0,12,444.375,251.9375
SD72,Campbell River,4,0,0,0,1,3,0,3,1,3.125,0,1,4,2.125,0,1,1,2,1,1,1,2.875,0.75,0,7.625,1,0,0,2,0,0,0,3,1,0,2,7.5,6.5,3,0,3,11.75,5,6,39.8125,0,4,0,0,0,4,0,2,0,14.375,19.25,0,2,0,15,192.6875,189.875
SD73,Kamloops - Thompson,7,4,3,0,5,4.875,18,24.625,34,13.375,6.125,12,10.125,33.125,5.25,5,9.25,1,3,2,6,4,1,1,1,1,0,0,3,0,5,2,40.5,23.25,13.875,11,0,4,3.875,0,18.25,8.75,2,1,4,8,0,12.5,3,2,2.25,2,3,47.875,0,0,1,12.25,3.5,4,456.625,329.5
SD74,Gold Trail,2,0,0,0,0,0,0,2,1,0,4,1,1,5,0,0,2,3,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8.625,1,6.75,1,0,0,2.25,0,0,0,0,2,0,10.125,0,1,2,0,1,0,0,0,0,0,3,0,0,62.5,76
SD75,Mission Public,0,1.25,0,0,0,0,1,4,3,1.25,13.8125,74.875,16,35,8,1,7,4,8,45.625,30.125,4.625,0,3,0,2,0,0,0,0,0,0,10.125,1,0,1,0,0,0,0.625,3.75,1,0,0,2,2,0,0,0,6,0,0,0,0.125,0,0,0,2,0,8,301.1875,231
SD78,Fraser - Cascade,0,0,0,0,0,0,0,1,1,3,45.125,10,4,14,1,0,1,0,7,0,5,0,0,0,1,5,0,0,2,0,0,0,0,1,0,1.25,0,0,0,0,0,1.875,0,0,0,2,3,0,5,0,2,0,5,1,0,1,0,2,0,0,125.25,109.75
SD79,Cowichan Valley,0,0,0,0,0,2.875,1,2,0,0,5,8,5,14.75,3,1,2,1,3,2,3.125,4.125,0,3,4.875,4,0,0,3,4,0,1,0,0.5,2,8,40.5,36.5,19.25,2,1,39,5,3,5.1875,2,3,4,1,0,0,0,0,2,1,0,0,2.5,0,1,256.1875,222.875
SD81,Fort Nelson,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8.25,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17.25,49.125
SD82,Coast Mountains,0,2,0,0,0,0,0,0,0,1,6,4,3,8,0.5,0,7.25,2,2,1,0,0,0,0,0,0,0,1,0,10.25,0.75,9.125,28,0,6,0.125,3,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,11,27.875,7,151.875,198.625
SD83,Okanagan - Shuswap,5,5.875,6.875,0,6,0,44.5,17.75,6,7.25,1,5,4,4,1.25,0,3,0,1,4,1,0,0,2,0,3,0,2,0,0,1,1,6,4.625,12,3,0,6.375,0,0,2,2,0,0,2,0,26.5,1.875,5,1,4,0,0,0,2.125,2,0,9,0,1,223,203.625
SD84,Vancouver Island West,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,4,1,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,49.5625
SD85,Vancouver Island North,0,0,0,0,0,0,0,0,1,0,1,1.125,0,0,0,0,1.125,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,1,0,11.875,5,1,8.625,7,1,1,0,0,3,0,1,0,0,0,0,0,0,0,51.75,94.625
SD87,Stikine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,12
SD91,Nechako Lakes,1,3,3,1,0,2.75,4,10.25,4.125,6.375,4.375,12.875,3.375,8,21,9.375,32.75,1,1,4.125,3.125,3.9375,2.0625,4.125,1,1.125,1,0,2.5,0,0.5,7,60.25,2,5.125,5,4,2,1.5,2,2,6.875,0,1,4.375,1,14.6875,1,0,0,1,2,6,0,0,0,0,0,0,1,282.5625,265.25
SD92,Nisga'a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,18,57.375
SD93,Conseil Scolaire Francophone,0,1,2,0,0,1,0,5,0,0,2,1,1,6.875,0,1,11.75,3,6,3,12,2,1,2,6,0,0,0,0,1,0,0,2,0,0,0,4,5,1,0,4,7,0,2,3.5,9,1,0,2,0,1,0,2,0,0,0,0,0,0,0,112.125,445.125
